Timestamp,Temperature_C,Temperature_Max_C,Temperature_Min_C,Humidity_Percent,Solar_Irradiance_W_m2,Clear_Sky_Irradiance_W_m2,Rainfall_mm,Wind_Speed_m_s,Clear_Sky_Index,Soil_Moisture_Percent,Groundwater_Depth_m,Power_Output_W
03-01-2024 03:00,18.6,31,18.2,91.2,0,0,0,2.3,0,29.6,9,0
03-01-2024 04:00,18.2,31,18.2,94,0,0,0,2.2,0,29.6,9,0
03-01-2024 05:00,18.1,31,18.1,94.8,0,0,0,2.3,0,29.5,9,0
03-01-2024 06:00,18.2,31,18.1,93.6,16.7,16.7,0,2.6,1,29.5,9,83.6
03-01-2024 07:00,19.9,31,18.1,82.6,130.6,141.7,0,3.8,0.922,29.5,9,653.5
03-01-2024 08:00,22.2,31,18.1,68.6,275,322.2,0,4.3,0.854,29.5,9,1376.1
03-01-2024 09:00,24.3,31,18.1,57.9,436.1,497.2,0,4.1,0.877,29.5,9,2182.2
03-01-2024 10:00,26.3,31,18.1,48.9,516.7,608.3,0.01,3.7,0.849,29.5,9,2572.1
03-01-2024 11:00,27.9,31,18.1,42,586.1,772.2,0.01,3.4,0.759,29.5,9,2898.8
03-01-2024 12:00,29,31,18.1,37.7,519.4,761.1,0,3.1,0.682,29.5,9,2557.5
03-01-2024 13:00,29.7,31,18.1,35.3,458.3,680.6,0,2.8,0.673,29.5,9,2250.2
03-01-2024 14:00,29.9,30.4,18.1,34.5,316.7,533.3,0,2.8,0.594,29.5,9,1553.7
03-01-2024 15:00,29.5,29.9,18.1,34.9,186.1,336.1,0,2.9,0.554,29.5,9,914.5
03-01-2024 16:00,28.6,29.9,18.1,36.9,80.6,125,0,2.8,0.645,29.5,9,397.5
03-01-2024 17:00,26.3,29.9,18.1,42.6,5.6,8.3,0,1.6,0,29.5,9,27.9
03-01-2024 18:00,25.6,29.9,18.1,44.4,0,0,0,2.4,0,29.5,9,0
03-01-2024 19:00,25.3,29.9,18.1,45.6,0,0,0.01,3.3,0,29.5,9,0
03-01-2024 20:00,24.5,29.9,18.1,48.8,0,0,0.02,3.7,0,29.5,9,0
03-01-2024 21:00,23.6,29.9,18.1,54.9,0,0,0.03,3.7,0,29.5,9,0
03-01-2024 22:00,22.6,29.9,18.1,64.5,0,0,0.04,3.9,0,29.5,9,0
03-01-2024 23:00,21.8,29.9,18.1,74.4,0,0,0.06,4,0,29.6,9,0
04-01-2024 00:00,21.3,29.9,18.1,79.6,0,0,0.1,3.7,0,29.6,9,0
04-01-2024 01:00,21,29.9,18.1,82.5,0,0,0.17,3.4,0,29.7,9,0
04-01-2024 02:00,20.7,29.9,18.1,84.1,0,0,0.22,3.1,0,29.9,9,0
04-01-2024 03:00,20.5,29.9,18.1,85.4,0,0,0.19,2.8,0,30,9,0
04-01-2024 04:00,20.3,29.9,18.1,86.6,0,0,0.08,2.7,0,30,9,0
04-01-2024 05:00,20.1,29.9,18.2,88,0,0,0.02,2.7,0,30,9,0
04-01-2024 06:00,20,29.9,19.9,89,13.9,16.7,0.02,2.6,0.832,30.1,9,69.6
04-01-2024 07:00,21.4,29.9,20,80.7,100,141.7,0.05,3.5,0.706,30.1,9,500.4
04-01-2024 08:00,23,29.9,20,70,191.7,330.6,0,3.4,0.58,30.1,9,959.3
04-01-2024 09:00,24.4,29.9,20,61.8,308.3,513.9,0,3.1,0.6,30.1,9,1542.7
04-01-2024 10:00,25.8,29.9,20,53.8,383.3,652.8,0.01,3,0.587,30.1,9,1911.9
04-01-2024 11:00,27.4,29.9,20,45.5,405.6,719.5,0,3,0.564,30.1,9,2010.1
04-01-2024 12:00,28.8,29.9,20,38.4,380.6,727.8,0,2.9,0.523,30.1,9,1875.6
04-01-2024 13:00,29.5,29.9,20,34.4,355.6,655.6,0,2.8,0.542,30.1,9,1747.4
04-01-2024 14:00,29.4,29.5,20,33.5,277.8,513.9,0,2.9,0.541,30.1,9,1365.6
04-01-2024 15:00,28.9,29.5,20,34.1,172.2,327.8,0,3,0.525,30.1,9,848.2
04-01-2024 16:00,28,29.5,20,35.6,72.2,130.6,0,2.7,0.553,30.1,9,357
04-01-2024 17:00,25.9,29.5,20,40.8,5.6,8.3,0,1.6,0,30.1,9,27.9
04-01-2024 18:00,25.2,29.5,20,43.3,0,0,0,1.9,0,30,9,0
04-01-2024 19:00,25,29.5,20,45.2,0,0,0,2.6,0,30,9,0
04-01-2024 20:00,24.6,29.5,20,48.5,0,0,0,3.2,0,30,9,0
04-01-2024 21:00,23.8,29.5,20,54.3,0,0,0,3.4,0,30,9,0
04-01-2024 22:00,22.8,29.5,20,62.4,0,0,0,3.2,0,30,9,0
04-01-2024 23:00,21.9,29.5,20,71,0,0,0,3,0,30,9,0
05-01-2024 00:00,21.1,29.5,20,78.5,0,0,0,2.6,0,30,9,0
05-01-2024 01:00,20.7,29.5,20,83.4,0,0,0,2.6,0,30,9,0
05-01-2024 02:00,20.4,29.5,20,86.7,0,0,0,2.6,0,30,9,0
05-01-2024 03:00,20.2,29.5,20,88.8,0,0,0,2.5,0,30,9,0
05-01-2024 04:00,20,29.5,20,90.5,0,0,0,2.4,0,29.9,9,0
05-01-2024 05:00,19.7,29.5,19.7,92.4,0,0,0,2.3,0,29.9,9,0
05-01-2024 06:00,19.4,29.5,19.4,94.3,13.9,19.4,0,2.3,0.716,29.9,9,69.6
05-01-2024 07:00,21,29.5,19.4,84.5,122.2,169.4,0,3.5,0.721,29.9,9,611.5
05-01-2024 08:00,23.7,29.5,19.4,67.1,255.6,363.9,0.02,3.8,0.702,29.9,9,1279
05-01-2024 09:00,26.6,29.5,19.4,48.6,430.6,552.8,0,3.7,0.779,29.9,9,2140.9
05-01-2024 10:00,29,29.5,19.4,35.1,586.1,683.3,0,3.5,0.858,29.9,9,2885.9
05-01-2024 11:00,30.7,30.7,19.4,27.5,705.6,794.5,0,3.2,0.888,29.9,9,3450.3
05-01-2024 12:00,31.9,31.9,19.4,23.8,694.4,791.7,0.02,2.8,0.877,29.9,9,3378.9
05-01-2024 13:00,32.6,32.6,19.4,22.1,547.2,713.9,0.04,2.5,0.766,29.9,9,2654.9
05-01-2024 14:00,32.6,32.6,19.4,22,413.9,572.2,0.09,2.4,0.723,30,9,2008.2
05-01-2024 15:00,31.9,32.6,19.4,22.9,261.1,375,0.1,2.6,0.696,30.1,9,1270.5
05-01-2024 16:00,30.5,32.6,19.4,25,113.9,155.6,0.05,2.7,0.732,30.1,9,557.4
05-01-2024 17:00,27.1,32.6,19.4,31.2,8.3,11.1,0.05,1.9,0.748,30.1,9,41.2
05-01-2024 18:00,26.4,32.6,19.4,32.3,0,0,0.09,3.2,0,30.2,9,0
05-01-2024 19:00,25.6,32.6,19.4,34.6,0,0,0.21,4,0,30.3,9,0
05-01-2024 20:00,24.4,32.6,19.4,40.8,0,0,0.25,4.2,0,30.5,9,0
05-01-2024 21:00,23.1,32.6,19.4,54.4,0,0,0.29,4.9,0,30.7,9,0
05-01-2024 22:00,21.7,32.6,19.4,67.3,0,0,0.41,4.4,0,31,9,0
05-01-2024 23:00,20.8,32.6,19.4,74.6,0,0,0.57,4,0,31.3,9,0
06-01-2024 00:00,20.3,32.6,19.4,79.2,0,0,0.93,3.8,0,32,9,0
06-01-2024 01:00,19.9,32.6,19.4,82.6,0,0,1.64,3.7,0,33.1,9,0
06-01-2024 02:00,19.5,32.6,19.4,85.1,0,0,3.84,3.5,0,35.8,9,0
06-01-2024 03:00,19.1,32.6,19.1,87.8,0,0,5.72,2.9,0,39.8,9,0
06-01-2024 04:00,18.8,32.6,18.8,90.4,0,0,4.09,2.5,0,42.6,8.99,0
06-01-2024 05:00,18.4,32.6,18.4,93,0,0,3.24,2.1,0,44.8,8.99,0
06-01-2024 06:00,18.1,32.6,18.1,94.6,16.7,19.4,3.07,2,0.861,45,8.99,83.6
06-01-2024 07:00,20,32.6,18.1,85.2,133.3,172.2,0.83,3.6,0.774,45,8.99,667
06-01-2024 08:00,22.8,32.6,18.1,66.4,283.3,372.2,0.02,4.5,0.761,44.9,8.99,1417.6
06-01-2024 09:00,25.8,32.6,18.1,45.2,441.7,550,0.01,4.6,0.803,44.8,8.99,2203.2
06-01-2024 10:00,28.5,32.6,18.1,32.9,580.6,683.3,0.01,4.2,0.85,44.7,8.99,2864.6
06-01-2024 11:00,29.9,32.6,18.1,27.7,769.5,808.3,0,3.7,0.952,44.6,8.99,3775.1
06-01-2024 12:00,30.8,32.6,18.1,25.2,688.9,802.8,0.01,3.4,0.858,44.5,8.99,3367.3
06-01-2024 13:00,31.3,32.6,18.1,24.1,661.1,722.2,0.01,3.5,0.915,44.4,8.99,3224.8
06-01-2024 14:00,31.4,31.9,18.1,23.8,511.1,572.2,0,3.7,0.893,44.3,8.99,2492.1
06-01-2024 15:00,30.8,31.4,18.1,24.4,319.4,375,0,3.8,0.852,44.2,8.99,1561.2
06-01-2024 16:00,29.5,31.4,18.1,26.3,141.7,158.3,0,3.7,0.895,44.1,8.99,696.3
06-01-2024 17:00,26.2,31.4,18.1,32.9,11.1,11.1,0,2.1,1,44.1,8.99,55.3
06-01-2024 18:00,24.7,31.4,18.1,36,0,0,0,2.5,0,44,8.99,0
06-01-2024 19:00,24.1,31.4,18.1,38.3,0,0,0,3.2,0,43.9,8.99,0
06-01-2024 20:00,23.4,31.4,18.1,43,0,0,0,3.6,0,43.8,8.99,0
06-01-2024 21:00,22.6,31.4,18.1,50.5,0,0,0,3.8,0,43.7,8.99,0
06-01-2024 22:00,21.7,31.4,18.1,60.2,0,0,0,3.5,0,43.6,8.99,0
06-01-2024 23:00,20.8,31.4,18.1,70.4,0,0,0,3.4,0,43.5,8.99,0
07-01-2024 00:00,20,31.4,18.1,79.8,0,0,0.01,3.2,0,43.5,8.99,0
07-01-2024 01:00,19.3,31.4,18.1,87.1,0,0,0.14,3.1,0,43.5,8.99,0
07-01-2024 02:00,18.8,31.4,18.1,92.6,0,0,1.29,3,0,44.3,8.99,0
07-01-2024 03:00,18.4,31.4,18.1,95.4,0,0,3.3,2.9,0,45,8.99,0
07-01-2024 04:00,18.4,31.4,18.1,95.9,0,0,3.98,2.8,0,45,8.99,0
07-01-2024 05:00,18.5,31.4,18.1,95.8,0,0,4.32,2.8,0,45,8.99,0
07-01-2024 06:00,18.8,31.4,18.4,94.4,13.9,19.4,4.56,3.3,0.716,45,8.99,69.6
07-01-2024 07:00,20,31.4,18.4,86.7,133.3,180.6,2.09,4.2,0.738,45,8.98,667
07-01-2024 08:00,22.3,31.4,18.4,70.3,291.7,391.7,0,4.7,0.745,44.9,8.98,1459.7
07-01-2024 09:00,25.3,31.4,18.4,51.6,444.4,586.1,0,5.1,0.758,44.8,8.98,2221.1
07-01-2024 10:00,27.7,31.4,18.4,40.1,647.2,725,0,5.3,0.893,44.7,8.98,3203.6
07-01-2024 11:00,29.6,31.4,18.4,33.5,775,813.9,0,5.3,0.952,44.6,8.98,3806.7
07-01-2024 12:00,30.7,31.4,18.4,29.9,755.6,805.6,0,5.3,0.938,44.5,8.99,3694.8
07-01-2024 13:00,30.9,31.4,18.4,29.1,688.9,725,0,5.4,0.95,44.4,8.99,3365.9
07-01-2024 14:00,30.4,30.9,18.4,29.8,561.1,577.8,0,5.4,0.971,44.3,8.99,2747.1
07-01-2024 15:00,29.7,30.9,18.4,31.2,369.4,377.8,0,5.3,0.978,44.2,8.99,1813.7
07-01-2024 16:00,28.4,30.9,18.4,33.9,158.3,161.1,0,4.9,0.983,44.1,8.99,781.4
07-01-2024 17:00,26.2,30.9,18.4,38.8,11.1,11.1,0,3.8,1,44,8.99,55.3
07-01-2024 18:00,24.8,30.9,18.4,42.4,0,0,0,3.7,0,43.9,8.99,0
07-01-2024 19:00,23.8,30.9,18.4,45.2,0,0,0,3.8,0,43.8,8.99,0
07-01-2024 20:00,23,30.9,18.4,49,0,0,0,3.9,0,43.8,8.99,0
07-01-2024 21:00,22.3,30.9,18.4,54.6,0,0,0,3.8,0,43.7,8.99,0
07-01-2024 22:00,21.5,30.9,18.4,62.1,0,0,0,3.6,0,43.6,8.99,0
07-01-2024 23:00,20.8,30.9,18.4,70.3,0,0,0,3.5,0,43.5,8.99,0
08-01-2024 00:00,20.2,30.9,18.4,78.1,0,0,0,3.3,0,43.4,8.99,0
08-01-2024 01:00,19.6,30.9,18.4,84.6,0,0,0,3.1,0,43.3,8.99,0
08-01-2024 02:00,19.2,30.9,18.4,89.3,0,0,0,2.9,0,43.3,8.99,0
08-01-2024 03:00,18.8,30.9,18.4,92.3,0,0,0,2.7,0,43.2,8.99,0
08-01-2024 04:00,18.8,30.9,18.5,93.7,0,0,0,2.6,0,43.1,8.99,0
08-01-2024 05:00,18.8,30.9,18.8,94.2,0,0,0,2.5,0,43,8.99,0
08-01-2024 06:00,19,30.9,18.8,93.4,8.3,16.7,0,2.6,0.497,43,8.99,41.5
08-01-2024 07:00,20.6,30.9,18.8,83.2,66.7,161.1,0,4.2,0.414,42.9,8.99,333.8
08-01-2024 08:00,23.1,30.9,18.8,64.1,113.9,366.7,0.23,5.4,0.311,43,8.99,570
08-01-2024 09:00,25.4,30.9,18.8,51.8,175,555.6,0.28,5.6,0.315,43.2,8.98,874.3
08-01-2024 10:00,27.4,30.9,18.8,45.9,258.3,694.4,0.53,5.4,0.372,43.5,8.98,1280.1
08-01-2024 11:00,28.8,30.9,18.8,42.6,322.2,766.7,0.77,5.2,0.42,43.9,8.98,1587.8
08-01-2024 12:00,29.7,30.9,18.8,40.7,238.9,758.3,0.79,5,0.315,44.4,8.98,1173
08-01-2024 13:00,30.2,30.4,18.8,39.9,236.1,680.6,0.87,4.9,0.347,44.9,8.98,1156.9
08-01-2024 14:00,30.2,30.2,18.8,40.3,161.1,536.1,0.94,4.8,0.301,45,8.98,789.4
08-01-2024 15:00,29.6,30.2,18.8,42,94.4,344.4,0.49,4.7,0.274,45,8.98,463.7
08-01-2024 16:00,28.5,30.2,18.8,45.5,44.4,138.9,0.23,4.6,0.32,45,8.98,219.1
08-01-2024 17:00,27,30.2,18.8,51.3,5.6,11.1,0.2,4.1,0.505,45,8.98,27.8
08-01-2024 18:00,25.9,30.2,18.8,56.4,0,0,0.18,4.4,0,45,8.98,0
08-01-2024 19:00,25,30.2,18.8,61.1,0,0,0.16,4.8,0,45,8.98,0
08-01-2024 20:00,23.9,30.2,18.8,66.3,0,0,0.16,5.2,0,45,8.98,0
08-01-2024 21:00,22.8,30.2,18.8,71.4,0,0,0.17,5,0,45,8.98,0
08-01-2024 22:00,21.8,30.2,18.8,76.2,0,0,0.16,4.7,0,45,8.98,0
08-01-2024 23:00,21,30.2,18.8,80.5,0,0,0.12,4.4,0,45,8.98,0
09-01-2024 00:00,20.3,30.2,18.8,84.5,0,0,0.12,3.9,0,44.9,8.98,0
09-01-2024 01:00,19.8,30.2,18.8,88.1,0,0,0.16,3.4,0,45,8.98,0
09-01-2024 02:00,19.4,30.2,18.8,91,0,0,0.14,3,0,44.9,8.98,0
09-01-2024 03:00,19.2,30.2,18.8,92.6,0,0,0.13,2.8,0,44.9,8.98,0
09-01-2024 04:00,19.1,30.2,18.8,93.5,0,0,0.14,2.7,0,44.9,8.98,0
09-01-2024 05:00,19,30.2,19,94,0,0,0.14,2.5,0,44.9,8.98,0
09-01-2024 06:00,19.2,30.2,19,93.4,13.9,16.7,0.14,2.9,0.832,44.9,8.98,69.6
09-01-2024 07:00,20.7,30.2,19,83.5,113.9,144.4,0.05,4.3,0.789,44.8,8.98,570
09-01-2024 08:00,23.2,30.2,19,66.5,255.6,333.3,0.01,5.2,0.767,44.7,8.98,1279
09-01-2024 09:00,25.9,30.2,19,51,405.6,516.7,0,5.5,0.785,44.6,8.98,2022.3
09-01-2024 10:00,28.3,30.2,19,40.8,494.4,655.6,0,5.6,0.754,44.5,8.98,2441.3
09-01-2024 11:00,30.3,30.3,19,35.5,530.6,811.1,0,5.4,0.654,44.4,8.98,2598.8
09-01-2024 12:00,31.7,31.7,19,33.1,444.4,802.8,0,5,0.554,44.3,8.98,2164.2
09-01-2024 13:00,32.4,32.4,19,32.4,355.6,722.2,0,4.6,0.492,44.3,8.98,1726.8
09-01-2024 14:00,32.2,32.4,19,33,330.6,580.6,0.02,4.4,0.569,44.2,8.98,1606.7
09-01-2024 15:00,31.3,32.4,19,34.9,208.3,386.1,0.04,4.4,0.539,44.1,8.98,1016.1
09-01-2024 16:00,29.9,32.4,19,37.8,91.7,169.4,0.05,4.5,0.541,44.1,8.98,449.9
09-01-2024 17:00,28,32.4,19,42.5,11.1,13.9,0.07,4.2,0.799,44,8.98,54.9
09-01-2024 18:00,26.7,32.4,19,45.9,0,0,0.12,4.5,0,44,8.98,0
09-01-2024 19:00,25.5,32.4,19,49.4,0,0,0.21,5,0,44.1,8.98,0
09-01-2024 20:00,24.3,32.4,19,54.4,0,0,0.3,5.3,0,44.2,8.98,0
09-01-2024 21:00,23.2,32.4,19,61.7,0,0,0.32,4.9,0,44.3,8.98,0
09-01-2024 22:00,22.2,32.4,19,69.5,0,0,0.17,4.4,0,44.4,8.98,0
09-01-2024 23:00,21.4,32.4,19,75.7,0,0,0.04,3.8,0,44.3,8.98,0
10-01-2024 00:00,20.7,32.4,19,80.3,0,0,0.01,3.4,0,44.2,8.98,0
10-01-2024 01:00,20,32.4,19,84.2,0,0,0.01,3,0,44.1,8.98,0
10-01-2024 02:00,19.4,32.4,19,87.4,0,0,0.05,2.8,0,44.1,8.98,0
10-01-2024 03:00,19.1,32.4,19,89.5,0,0,0.11,2.6,0,44,8.98,0
10-01-2024 04:00,18.7,32.4,18.7,91.7,0,0,0.14,2.4,0,44,8.98,0
10-01-2024 05:00,18.4,32.4,18.4,93.8,0,0,0.14,2.1,0,44.1,8.98,0
10-01-2024 06:00,18.4,32.4,18.4,93.4,13.9,16.7,0.14,2.4,0.832,44.1,8.98,69.6
10-01-2024 07:00,20.3,32.4,18.4,82.7,127.8,150,0.04,3.6,0.852,44,8.98,639.5
10-01-2024 08:00,23,32.4,18.4,66.5,280.6,361.1,0,4.5,0.777,43.9,8.98,1404.1
10-01-2024 09:00,25.5,32.4,18.4,50.4,450,555.6,0,4.8,0.81,43.8,8.98,2247.3
10-01-2024 10:00,27.3,32.4,18.4,40.8,669.4,702.8,0,4.7,0.952,43.8,8.98,3318.9
10-01-2024 11:00,28.8,32.4,18.4,35.2,775,783.3,0,4.4,0.989,43.7,8.98,3819.2
10-01-2024 12:00,29.9,32.4,18.4,32,702.8,780.6,0,4.1,0.9,43.6,8.98,3447.9
10-01-2024 13:00,30.6,32.2,18.4,30.5,580.6,697.2,0,3.8,0.833,43.5,8.98,2840.2
10-01-2024 14:00,30.8,31.3,18.4,29.8,358.3,552.8,0,3.6,0.648,43.4,8.98,1751.3
10-01-2024 15:00,30.6,30.8,18.4,30.1,241.7,358.3,0,3.6,0.675,43.4,8.98,1182.4
10-01-2024 16:00,29.7,30.8,18.4,32.1,113.9,152.8,0,3.4,0.745,43.3,8.98,559.2
10-01-2024 17:00,26.7,30.8,18.4,39.6,11.1,13.9,0,1.9,0.799,43.2,8.98,55.2
10-01-2024 18:00,25.7,30.8,18.4,42.9,0,0,0,2.5,0,43.1,8.98,0
10-01-2024 19:00,25.3,30.8,18.4,45.4,0,0,0,3.6,0,43.1,8.98,0
10-01-2024 20:00,24,30.8,18.4,51.6,0,0,0,4,0,43,8.98,0
10-01-2024 21:00,22.6,30.8,18.4,59.6,0,0,0,3.9,0,42.9,8.98,0
10-01-2024 22:00,21.6,30.8,18.4,66.8,0,0,0,3.4,0,42.9,8.98,0
10-01-2024 23:00,20.9,30.8,18.4,72.8,0,0,0,3,0,42.8,8.98,0
11-01-2024 00:00,20.2,30.8,18.4,78.5,0,0,0,2.6,0,42.7,8.98,0
11-01-2024 01:00,19.5,30.8,18.4,84.4,0,0,0,2.2,0,42.7,8.98,0
11-01-2024 02:00,18.8,30.8,18.4,89.9,0,0,0,2,0,42.6,8.98,0
11-01-2024 03:00,18.2,30.8,18.2,94.6,0,0,0,1.9,0,42.5,8.98,0
11-01-2024 04:00,17.8,30.8,17.8,98.2,0,0,0,1.8,0,42.5,8.98,0
11-01-2024 05:00,17.9,30.8,17.8,98.1,0,0,0,2,0,42.4,8.98,0
11-01-2024 06:00,18.2,30.8,17.8,95.4,16.7,19.4,0,2.4,0.861,42.4,8.98,83.6
11-01-2024 07:00,20.4,30.8,17.8,80.2,169.4,186.1,0,3.3,0.91,42.3,8.98,847.7
11-01-2024 08:00,23.9,30.8,17.8,57.1,380.6,411.1,0,4.2,0.926,42.3,8.98,1904.5
11-01-2024 09:00,27,30.8,17.8,39.4,577.8,608.3,0,4.8,0.95,42.2,8.98,2868.2
11-01-2024 10:00,29.5,30.8,17.8,28.6,694.4,750,0,4.8,0.926,42.2,8.98,3412.2
11-01-2024 11:00,31.4,31.4,17.8,23.8,769.5,825,0,4.5,0.933,42.1,8.98,3752
11-01-2024 12:00,32.7,32.7,17.8,21.8,769.5,825,0,4.2,0.933,42,8.98,3732
11-01-2024 13:00,33.4,33.4,17.8,20.9,697.2,747.2,0,4,0.933,42,8.98,3371.6
11-01-2024 14:00,33.4,33.4,17.8,20.6,591.7,602.8,0,3.8,0.982,41.9,8.98,2861.4
11-01-2024 15:00,32.7,33.4,17.8,21.2,397.2,402.8,0,3.8,0.986,41.9,8.98,1926.4
11-01-2024 16:00,31.2,33.4,17.8,23.1,177.8,180.6,0,3.5,0.984,41.9,8.98,867.6
11-01-2024 17:00,28,33.4,17.8,28.9,13.9,13.9,0,2.1,1,41.8,8.98,68.7
11-01-2024 18:00,26.8,33.4,17.8,31.1,0,0,0,3,0,41.8,8.98,0
11-01-2024 19:00,25.9,33.4,17.8,34,0,0,0,3.5,0,41.7,8.98,0
11-01-2024 20:00,24.7,33.4,17.8,38.9,0,0,0,3.6,0,41.7,8.98,0
11-01-2024 21:00,23.5,33.4,17.8,45.8,0,0,0,3.6,0,41.6,8.98,0
11-01-2024 22:00,22.4,33.4,17.8,53.6,0,0,0,3.6,0,41.6,8.98,0
11-01-2024 23:00,21.4,33.4,17.8,62,0,0,0,3.3,0,41.6,8.98,0
12-01-2024 00:00,20.3,33.4,17.8,70.5,0,0,0,3,0,41.5,8.98,0
12-01-2024 01:00,19.3,33.4,17.8,78.8,0,0,0,2.6,0,41.5,8.98,0
12-01-2024 02:00,18.4,33.4,17.8,86.8,0,0,0,2.3,0,41.4,8.98,0
12-01-2024 03:00,17.6,33.4,17.6,93.5,0,0,0,2,0,41.4,8.98,0
